                                                   LOG (TOTAL) [ERG/SEC/A]
               |-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1Myr             2Myr           3Myr             4Myr           5Myr            6Myr             7Myr           8Myr             9Myr            10Myr            11Myr          12Myr           13Myr           14Myr           15Myr          16Myr           17Myr           18Myr           19Myr           20Myr           30Myr           40Myr           50Myr           60Myr           70Myr           80Myr           90Myr          100Myr           200Myr           300Myr         400Myr          500Myr          600Myr          700Myr          800Myr          900Myr
91.000000       26.329160       26.345180       27.161900       38.694280       38.809500       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510       38.927510    
94.000000       26.710580       26.727450       27.261190       38.755300       38.865970       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580       38.978580    
96.000000       27.077140       27.094770       27.410820       38.800740       38.908890       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400       39.018400    
98.000000       27.292340       27.310460       27.700930       38.841670       38.947800       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820       39.054820    
100.00000       27.537210       27.555930       28.286130       38.869260       38.974090       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590       39.079590    
102.00000       27.838850       27.858240       28.640360       38.887820       38.991660       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030       39.096030    
104.00000       28.050520       28.070470       28.920120       38.891970       38.995030       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480       39.098480    
106.00000       28.255020       28.275540       29.097780       38.897320       38.999880       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740       39.102740    
108.00000       28.488080       28.509200       29.239740       38.902770       39.005070       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680       39.107680    
110.00000       28.779780       28.801600       29.379690       38.906850       39.008600       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580       39.110580    
114.00000       29.133960       29.156890       29.590870       38.915630       39.015910       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100       39.116100    
118.00000       29.484940       29.509010       29.805540       38.927500       39.026970       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330       39.126330    
121.00000       29.796460       29.821490       30.013570       38.933430       39.032200       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810       39.130810    
125.00000       30.078910       30.105020       30.233620       38.942460       39.040230       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760       39.137760    
127.00000       30.262520       30.289250       30.383900       38.947080       39.044360       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340       39.141340    
128.00000       30.374430       30.401180       30.511070       38.948100       39.045140       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830       39.141830    
131.00000       30.522060       30.549480       30.710860       38.950510       39.046840       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650       39.142650    
132.00000       30.664780       30.692670       30.833470       38.951300       39.047390       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920       39.142920    
134.00000       30.766320       30.794670       30.959760       38.949590       39.045470       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810       39.140810    
137.00000       30.944940       30.974080       31.148210       38.945020       39.040740       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070       39.136070    
140.00000       31.154670       31.184770       31.336770       38.941790       39.037340       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590       39.132590    
143.00000       31.371310       31.402440       31.524300       38.940610       39.035980       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060       39.131060    
147.00000       31.582280       31.614890       31.713860       38.933990       39.028850       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600       39.123600    
